"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007015","GO:0007015","actin filament organization","74/978","442/18614",4.29722481101337e-19,2.11618789102358e-16,1.48572949686041e-16,"3397/90952/1901/2934/6624/22998/115677/23075/83543/11170/65108/11346/22899/5962/389/8829/6711/10411/7082/9168/6387/2013/6281/6376/57580/4646/27289/387/5829/10395/9124/28984/51474/10163/11078/9647/9844/29766/4739/10787/10174/830/7126/10634/6709/10458/7114/118/71/4690/7171/7170/5339/10979/3092/93663/998/9564/55845/9535/4082/7408/5358/1072/23191/5879/4641/375/3925/10097/2017/91663/136319/9948",74
"GO:0032970","GO:0032970","regulation of actin filament-based process","68/978","387/18614",8.90594669785513e-19,4.02029277185677e-16,2.82256012450444e-16,"3397/90952/1901/2934/6624/22998/857/23075/6781/11170/11346/27/7010/22899/5962/3728/389/8829/6711/10411/7082/9168/6387/6281/6376/4627/387/9344/5829/10395/28984/51225/51474/10163/11078/684/9647/29766/4739/10787/1398/10174/830/6709/10458/7114/118/71/4690/10979/93663/998/5066/55845/9535/7408/397/23191/6717/11214/5879/375/3925/8826/2017/91663/136319/9948",68
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","63/978","346/18614",2.81915926435254e-18,1.17472197961521e-15,8.24746754826375e-16,"3397/90952/1901/2934/6624/22998/23075/11170/11346/27/7010/22899/5962/389/8829/6711/10411/7082/9168/6387/6281/6376/387/9344/5829/10395/28984/51225/51474/10163/11078/684/9647/29766/4739/10787/1398/10174/830/6709/10458/7114/118/71/4690/10979/93663/998/5066/55845/9535/7408/397/23191/11214/5879/375/3925/8826/2017/91663/136319/9948",63
"GO:0043534","GO:0043534","blood vessel endothelial cell migration","43/978","179/18614",2.0608914042859e-17,7.97417766929766e-15,5.59849672457516e-15,"3397/161198/1948/3791/1003/79812/54567/10769/9314/1942/94/3728/8829/2624/54345/4208/5286/51564/5547/2013/57381/2050/5155/958/4627/8503/387/4851/2113/28984/3146/2260/7114/10000/3688/25865/301/3315/285/3164/7040/6868/4780",43
"GO:0001570","GO:0001570","vasculogenesis","29/978","83/18614",6.62656600111017e-17,2.39307386853425e-14,1.68012512014112e-14,"10266/2022/51162/7048/947/3791/7075/57493/64321/857/8829/54345/3726/54922/51564/8322/2013/1499/187/23462/7049/4851/9693/9444/133/677/5906/6237/7040",29
"GO:0031589","GO:0031589","cell-substrate adhesion","62/978","359/18614",7.63203085403889e-17,2.58391944602054e-14,1.81411364971332e-14,"3397/7450/947/3791/22998/8751/4059/1012/3655/11170/1942/7010/94/3728/8829/55679/8322/2013/1499/2621/6281/8515/6376/9448/5155/57580/7402/81/387/1601/3678/4851/9344/5829/10395/402/182/11078/9647/8874/23499/9341/4739/29780/1398/56999/3688/71/6251/285/10979/998/3672/6237/5879/3987/4287/4811/3915/2017/91663/948",62
"GO:1901342","GO:1901342","regulation of vasculature development","61/978","355/18614",1.74956111421205e-16,5.57492503275687e-14,3.91403362578832e-14,"7122/10266/3397/3339/2022/2321/358/7048/641700/947/3791/1003/7075/6678/10769/5797/9314/23129/1942/7010/94/3728/1284/10365/8829/2624/10411/7082/4881/2013/1499/57381/187/23328/388/958/6774/3678/2113/23166/28984/9510/64218/133/5371/56999/10000/3688/25865/3315/285/2828/55333/102/6237/2896/6672/6558/4780/2969/10016",61
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration","41/978","176/18614",3.69501821921218e-16,1.11199520519291e-13,7.80707650644071e-14,"8613/7048/3791/6678/10769/1839/8828/7010/659/8829/2624/2324/5286/51564/57381/9448/23328/5155/388/958/2113/3146/9647/8766/2260/3725/7114/10000/25865/301/3315/9564/27086/6237/7040/2896/6868/5879/57142/4780/10016",41
"GO:0045765","GO:0045765","regulation of angiogenesis","59/978","349/18614",1.19550623549155e-15,3.40845119876723e-13,2.39299946195622e-13,"7122/10266/3339/2022/2321/358/7048/641700/947/3791/1003/7075/6678/10769/5797/9314/23129/1942/7010/94/3728/1284/10365/8829/2624/10411/7082/4881/2013/1499/57381/187/23328/388/958/6774/3678/2113/23166/28984/9510/64218/133/5371/56999/10000/3688/25865/3315/285/2828/55333/6237/2896/6672/6558/4780/2969/10016",59
"GO:0034329","GO:0034329","cell junction assembly","68/978","444/18614",1.35607100771117e-15,3.6729183243857e-13,2.57867607940024e-13,"7122/10266/5175/351/90952/1948/3791/1003/2697/6624/928/22998/857/27253/1012/3655/11170/6615/23129/7010/22899/94/5872/3728/389/8829/7082/4208/1636/51564/1499/6281/187/9448/387/3678/9344/10395/402/9693/51225/375790/64218/1500/9647/10211/8874/1495/23499/5583/1398/2701/71/6386/5339/10979/998/2889/5906/22883/10611/5879/3987/4641/3915/2017/9948/1108",68
"GO:0110053","GO:0110053","regulation of actin filament organization","50/978","268/18614",3.39290531799791e-15,8.75208005123556e-13,6.14464506963731e-13,"3397/90952/1901/2934/22998/23075/11346/22899/5962/389/8829/6711/10411/7082/9168/6387/6281/6376/387/5829/10395/28984/51474/10163/11078/9647/29766/10787/10174/830/6709/10458/7114/118/71/4690/10979/93663/998/55845/9535/7408/23191/5879/375/3925/2017/91663/136319/9948",50
"GO:0010595","GO:0010595","positive regulation of endothelial cell migration","34/978","131/18614",3.98001767899047e-15,9.79988898504153e-13,6.88028893502036e-13,"8613/3791/6678/10769/8828/7010/659/8829/2624/2324/5286/51564/57381/23328/5155/388/958/2113/3146/2260/7114/10000/25865/301/3315/9564/27086/6237/7040/2896/6868/5879/4780/10016",34
"GO:0007265","GO:0007265","Ras protein signal transduction","56/978","333/18614",8.17256874316184e-15,1.92481760355251e-12,1.35137257981893e-12,"10252/9411/57493/10161/1012/10769/27/5962/8829/23263/10411/9771/9289/54922/2149/30851/57381/25780/1026/9448/388/387/4851/5863/5899/10395/9693/10163/23365/2782/10211/9844/10787/1398/7126/3688/6386/6654/9266/998/2889/2828/55333/5906/55845/1072/397/23191/11214/65979/23011/11186/5879/3845/3925/5898",56
"GO:0002064","GO:0002064","epithelial cell development","43/978","210/18614",9.9029428947502e-15,2.22356136104108e-12,1.56111407507388e-12,"7122/5175/2034/4855/5420/3791/1003/54538/57493/6781/7431/3572/5138/5872/5962/1910/2624/10411/54345/7082/2317/25932/5155/4478/4851/7132/23236/182/9693/3383/196383/118/51742/5339/2889/2828/5906/3913/546/2355/468/8826/91663",43
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","60/978","376/18614",1.02619593919193e-14,2.22356136104108e-12,1.56111407507388e-12,"3397/351/90952/1003/1901/2934/22998/23075/11346/22899/5962/389/8829/6711/10411/7082/9168/6387/6281/6376/387/5829/10395/402/28984/51474/10163/11078/9647/8874/29766/10787/10174/830/6709/10458/7114/6188/118/71/4690/10979/93663/998/55845/9535/7408/3949/23191/11214/5879/375/3925/5201/2017/91663/22919/136319/9948/3303",60
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","44/978","222/18614",1.66349666751718e-14,3.46583132613098e-12,2.43328480151399e-12,"3791/22998/8751/1012/11170/7010/94/3728/8829/55679/8322/2013/6281/6376/9448/5155/57580/7402/81/387/1601/3678/4851/10395/402/182/11078/9647/8874/23499/4739/1398/71/6251/285/10979/998/6237/5879/3987/4287/4811/91663/948",44
"GO:0045216","GO:0045216","cell-cell junction organization","43/978","214/18614",1.99798294869831e-14,4.00854579003656e-12,2.81431282403391e-12,"7122/10266/5175/90952/1948/1003/2697/6624/57493/928/857/1012/6615/5872/5962/3728/389/7082/55679/1636/51564/2149/1499/2043/187/387/402/1500/3801/1495/5583/2701/118/71/5339/10979/998/8650/102/7040/3987/4641/9948",43
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","69/978","483/18614",2.91296666824807e-14,5.63555015782135e-12,3.95659720766175e-12,"10252/9411/23348/57493/10161/7052/23075/1012/10769/27/57572/22899/5962/389/8829/152273/23263/10411/9771/9289/54922/57480/2149/30851/57381/25780/1026/9448/388/57580/27289/387/4851/5863/5899/10395/9693/10044/10163/23365/2782/10211/9844/10787/1398/7126/3688/6386/6654/93663/9266/998/2889/2828/55333/5906/55845/1072/397/23191/4924/11214/65979/23011/11186/5879/3845/3925/5898",69
"GO:0001885","GO:0001885","endothelial cell development","23/978","63/18614",3.63972997425639e-14,6.79876457605064e-12,4.77326475389776e-12,"7122/5175/4855/1003/54538/57493/6781/5138/5962/1910/10411/54345/7082/25932/4478/7132/23236/9693/3383/118/2889/5906/91663",23
"GO:0051017","GO:0051017","actin filament bundle assembly","36/978","161/18614",9.04131561354117e-14,1.63256022261842e-11,1.14618502848155e-11,"3397/1901/6624/22998/23075/83543/11170/11346/22899/5962/389/8829/10411/7082/6281/6376/387/5829/10395/9124/28984/51474/10163/9647/4739/10174/7126/10458/118/71/10979/998/4082/5358/5879/3925",36
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","62/978","419/18614",1.2520483894752e-13,2.1878535889636e-11,1.53604442484683e-11,"3397/51162/2321/1948/3791/79812/7075/54567/4781/6678/857/1012/5797/8828/7010/94/659/1910/6935/8829/2624/7538/4208/2324/55679/6387/595/1499/55959/283131/187/5155/567/7049/1601/6774/4851/5654/182/28984/3146/3280/858/2260/3725/60485/687/10000/25865/6347/677/998/55333/3164/7040/2896/6868/4609/57142/3915/8837/10016",62
"GO:0050673","GO:0050673","epithelial cell proliferation","68/978","488/18614",1.52612567546235e-13,2.58344461999361e-11,1.81378028468601e-11,"3397/51162/2321/947/1948/3791/79812/7075/54567/4781/6678/857/1012/5797/3487/8828/7010/94/659/1910/6935/8829/2624/7538/4208/2324/55679/6387/595/1499/55959/283131/187/5155/567/7049/1601/6774/4851/5654/182/28984/3146/3280/858/2260/3725/60485/687/10000/25865/6347/677/998/3398/55333/3164/7040/2896/6868/4609/64332/57142/3915/8837/10016/3488/3486",68
"GO:0061572","GO:0061572","actin filament bundle organization","36/978","165/18614",1.9967508730858e-13,3.27769681197145e-11,2.30119965054513e-11,"3397/1901/6624/22998/23075/83543/11170/11346/22899/5962/389/8829/10411/7082/6281/6376/387/5829/10395/9124/28984/51474/10163/9647/4739/10174/7126/10458/118/71/10979/998/4082/5358/5879/3925",36
"GO:0045785","GO:0045785","positive regulation of cell adhesion","67/978","482/18614",2.60781264299071e-13,4.15485914325902e-11,2.91703624740726e-11,"8613/7048/5420/1948/3791/3133/857/7052/1012/3572/27/7010/3728/9223/4651/8829/7082/55679/9289/975/6387/2013/2043/6281/1947/6376/9448/5155/57580/7402/567/387/1601/3678/7704/402/4860/2113/3105/11078/3146/3280/9647/10211/7525/8874/4739/1398/2534/6188/4690/6251/25865/301/10979/6347/998/3913/6595/6237/5879/3987/4811/64332/3915/91663/948",67
"GO:0051098","GO:0051098","regulation of binding","56/978","369/18614",6.89577937460382e-13,1.06726962492083e-10,7.493067933968e-11,"7122/3397/2280/351/8751/857/9314/23129/302/8829/801/1636/5595/1499/2043/6281/4487/1026/10763/5155/23462/567/7049/1601/79618/5899/9693/3428/3146/3280/10211/8874/1452/1398/3725/4792/7114/25979/118/51773/1488/998/114769/1454/6135/7040/3191/6672/6717/64710/9802/3925/22919/9236/8721/3646",56
"GO:0042060","GO:0042060","wound healing","62/978","439/18614",1.03199736656947e-12,1.55286937075189e-10,1.09023581444897e-10,"358/8613/7450/4855/7048/947/7056/3791/928/2004/857/1839/966/3572/94/302/389/2624/221037/5547/2157/2149/2621/6281/2778/6376/1026/2776/5155/958/4627/387/3678/10627/977/51652/79026/23499/10544/953/5327/10019/1398/8525/3688/71/301/3315/5359/5339/10979/1192/2828/7040/6868/51510/6558/8837/4780/27243/308/948",62
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","30/978","125/18614",1.51038907034042e-12,2.21129124163083e-10,1.55249949107822e-10,"3791/1012/7010/3728/8829/55679/2013/6281/6376/9448/5155/57580/7402/1601/3678/402/11078/9647/8874/4739/1398/6251/10979/998/6237/5879/3987/4811/91663/948",30
"GO:0061028","GO:0061028","establishment of endothelial barrier","19/978","49/18614",1.73267200469028e-12,2.46996953931769e-10,1.73411189832298e-10,"7122/5175/1003/54538/5138/5962/1910/10411/54345/7082/4478/7132/23236/9693/3383/118/2889/5906/91663",19
"GO:0043535","GO:0043535","regulation of blood vessel endothelial cell migration","32/978","152/18614",1.199364302343e-11,1.6658862630236e-09,1.16958251669778e-09,"3791/79812/54567/10769/9314/1942/94/3728/8829/2624/4208/5286/51564/5547/57381/5155/958/387/4851/2113/28984/3146/2260/7114/10000/25865/301/3315/285/7040/6868/4780",32
"GO:0016049","GO:0016049","cell growth","64/978","495/18614",2.28927533743653e-11,3.10025112572343e-09,2.17661889319953e-09,"8692/351/7048/2697/11007/51299/64321/8751/8835/11170/1839/3487/8828/3490/94/659/8829/56920/4881/6387/1499/10501/4487/1026/9686/387/1601/6446/9344/64218/684/1654/23499/978/5371/3688/3475/1982/29946/6386/998/9564/27086/3913/102/6595/22883/7040/23191/50618/6868/11214/23011/10611/112398/57142/8826/2017/5518/136319/3326/3488/3486/3303",64
"GO:0016032","GO:0016032","viral process","58/978","426/18614",2.56697016343711e-11,3.39153106715582e-09,2.38112020551946e-09,"3429/8692/1948/2934/3643/857/2040/10410/8829/7538/8547/975/2621/10581/7293/3678/4851/8724/1915/4774/3428/3146/684/3383/858/3276/1654/51652/1452/56829/5725/10614/3725/3688/5359/51773/6347/1488/3949/1072/4245/51510/3065/5094/81876/54737/64710/7415/7812/27243/6741/10241/3326/7879/6520/9218/51160/3303",58
"GO:0032835","GO:0032835","glomerulus development","21/978","69/18614",2.65406757739824e-11,3.42311525399197e-09,2.40329477622552e-09,"5175/358/947/5420/25937/80310/7010/1910/4208/55959/1958/5155/4851/182/3280/285/2828/3913/4811/8837/8826",21
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","44/978","274/18614",3.14967437669199e-11,3.96785723221872e-09,2.78574627245732e-09,"7122/3397/2022/10252/2280/8692/7048/1003/857/80310/5138/94/1284/6935/4208/2353/7049/1601/6774/5829/5654/858/2200/7525/1398/5371/3725/2534/2615/6386/51742/10979/677/7040/6868/3065/3987/2734/64332/2339/8837/58533/3326/3303",44
"GO:1901888","GO:1901888","regulation of cell junction assembly","38/978","214/18614",3.38208725367582e-11,4.16381060299134e-09,2.92332087261501e-09,"7122/351/3791/22998/857/11170/6615/7010/22899/94/8829/7082/4208/1636/1499/6281/187/9448/387/10395/9693/51225/375790/64218/9647/10211/23499/5583/71/10979/2889/5906/22883/10611/5879/3987/4641/1108",38
"GO:0071559","GO:0071559","response to transforming growth factor beta","44/978","280/18614",6.5489507480145e-11,7.88348137822101e-09,5.53482083101202e-09,"7122/3397/2022/10252/2280/8692/7048/1003/857/80310/5138/94/1284/6935/4208/2353/7049/1601/6774/5829/5654/858/2200/7525/1398/5371/3725/2534/2615/6386/51742/10979/677/7040/6868/3065/3987/2734/64332/2339/8837/58533/3326/3303",44
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","33/978","171/18614",6.80525844903173e-11,8.0139315257402e-09,5.6264070426434e-09,"3397/351/2934/22998/23075/11346/22899/389/8829/10411/6281/6376/387/5829/402/28984/10163/9647/10787/10174/10458/6188/4690/10979/998/55845/7408/23191/5879/2017/22919/9948/3303",33
"GO:0043484","GO:0043484","regulation of RNA splicing","34/978","182/18614",8.85092219346941e-11,1.02011586217072e-08,7.16201162038186e-09,"1655/57018/2521/79026/5725/9444/3181/6651/9584/6434/1195/1153/6429/3191/54407/3190/7536/3189/5430/3192/6432/10521/6428/10284/3178/10921/10949/5935/6430/9939/29896/3185/3187/3303",34
"GO:0007266","GO:0007266","Rho protein signal transduction","28/978","130/18614",1.30950884794335e-10,1.47783529777273e-08,1.03755602360073e-08,"9411/57493/10161/1012/27/8829/23263/9289/54922/2149/30851/57381/388/387/10395/23365/10211/7126/3688/998/2828/55333/1072/397/11214/65979/5879/3925",28
"GO:0001936","GO:0001936","regulation of endothelial cell proliferation","34/978","185/18614",1.40360458469725e-10,1.49084824221667e-08,1.04669212889807e-08,"51162/2321/3791/79812/7075/54567/6678/857/1012/5797/8828/7010/94/659/8829/2624/4208/2324/6387/187/5155/6774/28984/3146/858/2260/3725/10000/25865/6347/55333/3164/6868/10016",34
"GO:0045766","GO:0045766","positive regulation of angiogenesis","34/978","185/18614",1.40360458469725e-10,1.49084824221667e-08,1.04669212889807e-08,"10266/2022/2321/358/7048/947/3791/1003/9314/7010/94/3728/8829/2624/10411/7082/2013/187/23328/388/958/6774/3678/2113/133/10000/3688/25865/3315/285/6237/2896/4780/10016",34
"GO:1904018","GO:1904018","positive regulation of vasculature development","34/978","185/18614",1.40360458469725e-10,1.49084824221667e-08,1.04669212889807e-08,"10266/2022/2321/358/7048/947/3791/1003/9314/7010/94/3728/8829/2624/10411/7082/2013/187/23328/388/958/6774/3678/2113/133/10000/3688/25865/3315/285/6237/2896/4780/10016",34
"GO:0032231","GO:0032231","regulation of actin filament bundle assembly","25/978","108/18614",2.51695724817281e-10,2.62199181026002e-08,1.84084342867376e-08,"3397/1901/22998/23075/11346/22899/5962/389/8829/10411/7082/6281/6376/387/5829/10395/28984/10163/9647/10174/71/10979/998/5879/3925",25
"GO:0051495","GO:0051495","positive regulation of cytoskeleton organization","34/978","190/18614",2.95518560094057e-10,3.0204227170368e-08,2.12057310351505e-08,"3397/2934/22998/23075/11346/7010/22899/389/8829/10411/6281/6376/10763/387/5829/402/28984/10163/9647/10787/10174/10458/6188/4690/10979/998/55845/7408/23191/5879/2017/22919/9948/3303",34
"GO:0001935","GO:0001935","endothelial cell proliferation","35/978","201/18614",3.51271885531082e-10,3.52377741467013e-08,2.47396749010487e-08,"51162/2321/947/3791/79812/7075/54567/6678/857/1012/5797/8828/7010/94/659/8829/2624/4208/2324/6387/187/5155/6774/28984/3146/858/2260/3725/10000/25865/6347/55333/3164/6868/10016",35
"GO:1901653","GO:1901653","cellular response to peptide","51/978","375/18614",4.33160570655009e-10,4.26623783861488e-08,2.99523280722784e-08,"3397/351/2697/3643/857/8835/9021/7431/2887/5872/2771/10365/23371/5286/5595/2043/2353/760/54741/3625/8503/6774/5829/23236/3383/858/2200/9349/5327/1398/2534/10458/4690/5166/6654/677/4929/9564/837/3164/6464/23191/51510/4641/64710/8837/4780/58533/948/6844/6430",51
"GO:0048762","GO:0048762","mesenchymal cell differentiation","40/978","255/18614",5.11481255587986e-10,4.94766778842879e-08,3.47364995571315e-08,"2022/10252/4855/7048/25937/8751/6615/8828/1942/1910/8829/4208/56920/2013/5595/1499/2043/10501/1947/4487/23462/7049/1655/1601/4851/182/28984/3280/64218/2260/6386/10979/998/23187/7040/65979/553115/57142/10521/10016",40
"GO:0007044","GO:0007044","cell-substrate junction assembly","23/978","96/18614",6.31131896867009e-10,5.99796751812033e-08,4.21104255471931e-08,"3791/22998/3655/11170/7010/94/8829/6281/9448/387/3678/9344/10395/9647/8874/23499/71/5339/10979/5879/3987/3915/2017",23
"GO:0040013","GO:0040013","negative regulation of locomotion","55/978","427/18614",6.94378284014226e-10,6.48525373190528e-08,4.55315560824573e-08,"7122/2022/8692/79812/7075/54567/2697/22998/8751/6781/5797/9314/4345/94/3728/8829/4208/9289/56920/6387/2043/10501/25932/6376/388/5793/387/6774/4851/10395/23236/182/28984/1843/3146/64218/684/1495/4739/1398/56999/51742/285/6347/55333/6237/7040/397/6672/5879/3065/4780/55466/3488/3486",55
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","51/978","381/18614",7.61795682528148e-10,6.99431730890674e-08,4.91055807488706e-08,"8692/7078/857/3655/6615/2771/8531/8829/8682/6387/1499/4000/85450/6376/4487/3625/10625/7703/8743/7178/3383/1654/1495/65018/3301/2260/5371/754/6188/4690/3315/4170/4929/10955/2773/9774/2950/6135/6154/6672/2537/3190/51024/3065/4609/8837/4780/2017/5518/51060/3303",51
"GO:0050900","GO:0050900","leukocyte migration","52/978","393/18614",7.8606441161114e-10,7.09685152949591e-08,4.98254512131763e-08,"83483/2321/5175/351/947/1901/928/58494/4313/23075/3655/6358/80310/4345/57509/27/1910/975/6387/2013/5595/2621/6376/5155/57580/4478/4627/387/23236/1843/3146/3383/4267/7525/4739/1398/2534/3688/301/6654/5339/6347/998/3672/102/6868/5879/6558/2920/23521/51119/9948",52
"GO:0007160","GO:0007160","cell-matrix adhesion","38/978","239/18614",9.35322272021247e-10,8.30596843858868e-08,5.83143980813247e-08,"947/3791/22998/8751/4059/1012/3655/11170/7010/94/3728/8829/2013/1499/6281/8515/6376/9448/7402/387/3678/9344/10395/182/9647/8874/23499/56999/3688/71/10979/3672/6237/5879/3987/4811/2017/948",38
"GO:0043536","GO:0043536","positive regulation of blood vessel endothelial cell migration","20/978","75/18614",1.08399395164193e-09,9.47096005813605e-08,6.64935508876452e-08,"3791/10769/8829/2624/5286/51564/57381/5155/958/2113/3146/2260/7114/10000/25865/301/3315/7040/6868/4780",20
"GO:0003007","GO:0003007","heart morphogenesis","40/978","262/18614",1.1611894789048e-09,9.98438636067822e-08,7.00982053013037e-08,"7122/2022/10252/2280/7048/1901/54567/57493/3643/64321/8751/6615/23129/8828/1942/7010/94/659/8829/54345/4208/2013/1499/2050/187/4487/23462/7049/4851/10395/182/9510/3280/3725/9249/60485/6654/998/7040/57142",40
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","23/978","100/18614",1.49562128289583e-09,1.26590320147605e-07,8.88763107747146e-08,"1942/7010/8829/55679/8322/6281/57580/81/387/1601/5829/11078/8874/9341/4739/29780/1398/10979/998/5879/3987/3915/91663",23
"GO:0019058","GO:0019058","viral life cycle","45/978","320/18614",1.60124296857037e-09,1.31423229708268e-07,9.22693914743977e-08,"3429/8692/1948/2934/3643/857/2040/10410/8829/8547/975/2621/10581/7293/3678/4851/8724/1915/4774/3428/3146/684/3383/858/1654/51652/56829/3688/5359/6347/1488/3949/51510/5094/81876/54737/64710/7415/27243/3326/7879/6520/9218/51160/3303",45
"GO:0060485","GO:0060485","mesenchyme development","45/978","320/18614",1.60124296857037e-09,1.31423229708268e-07,9.22693914743977e-08,"2022/10252/4855/7048/25937/8751/6615/8828/1942/94/659/1910/8829/4208/56920/2013/5595/1499/2043/10501/1947/187/4487/23462/7049/1655/1601/4851/182/28984/3280/64218/2260/6386/10979/677/998/23187/7040/65979/553115/4609/57142/10521/10016",45
